DOI,Title,Authors,Journal,Year,Abstract,LitmapsId,Cited By,References,PubMedId,Tags
10.1145/3377024.3377040,Generating attributed variability models for transfer learning,"Johannes Dorn, S. Apel, Norbert Siegmund",VaMoS,2020,"Modern software systems often provide configuration options for customizing of the system's functional and non-functional properties, such as response time and energy consumption. The valid configurations of a software system are commonly documented in a variability model. Supporting the optimization of a system's non-functional properties, variability models have been extended with attributes that represent the influence of one or multiple options on a property. The concrete values of attributes are typically determined only in a single environment (e.g., for a specific software version, a certain workload, and a specific hardware setup) and are applicable only for this context. Changing the environment, attribute values need to be updated. Instead of determining all attributes from scratch with new measurements, recent approaches rely on transfer learning to reduce the effort of obtaining new attribute values. However, the development and evaluation of new transfer-learning techniques requires extensive measurements by themselves, which often is prohibitively costly. To support research in this area, we propose an approach to synthesize realistic attributed variability models from a base model. This way, we can support research and validation of novel transfer-learning techniques for configurable software systems. We use a genetic algorithm to vary attribute values. Combined with a declarative objective function, we search a changed attributed variability model that keeps some key characteristics while mimicking realistic changes of individual attribute values. We demonstrate the applicability of our approach by replicating the evaluation of an existing transfer-learning technique.",140749632,9,36,,
10.1145/3731302.3731318,Dataflow Program Design,Don Batory,ACM eBooks,2026,(missing abstract),308494211,0,302,,
10.1145/3572905,Machine Learning for Software Engineering: A Tertiary Study,"Zoe Kotti, Rafaila Galanopoulou, Diomidis Spinellis, Zoe Kotti, Rafaila Galanopoulou, Diomidis Spinellis",ACM Computing Surveys,2022,"Machine learning (ML) techniques increase the effectiveness of software engineering (SE) lifecycle activities. We systematically collected, quality-assessed, summarized, and categorized 83 reviews in ML for SE published between 2009–2022, covering 6 117 primary studies. The SE areas most tackled with ML are software quality and testing, while human-centered areas appear more challenging for ML. We propose a number of ML for SE research challenges and actions including: conducting further empirical validation and industrial studies on ML; reconsidering deficient SE methods; documenting and automating data collection and pipeline processes; reexamining how industrial practitioners distribute their proprietary data; and implementing incremental ML approaches.",251122534,55,224,,
(missing DOI),FlexiBO: Cost-Aware Multi-Objective Optimization of Deep Neural Networks.,"Shahriar Iqbal, Jianhai Su, Lars Kotthoff, Pooyan Jamshidi",arXiv: Learning,2020,"One of the key challenges in designing machine learning systems is to determine the right balance amongst several objectives, which also oftentimes are incommensurable and conflicting. For example, when designing deep neural networks (DNNs), one often has to trade-off between multiple objectives, such as accuracy, energy consumption, and inference time. Typically, there is no single configuration that performs equally well for all objectives. Consequently, one is interested in identifying Pareto-optimal designs. Although different multi-objective optimization algorithms have been developed to identify Pareto-optimal configurations, state-of-the-art multi-objective optimization methods do not consider the different evaluation costs attending the objectives under consideration. This is particularly important for optimizing DNNs: the cost arising on account of assessing the accuracy of DNNs is orders of magnitude higher than that of measuring the energy consumption of pre-trained DNNs. We propose FlexiBO, a flexible Bayesian optimization method, to address this issue. We formulate a new acquisition function based on the improvement of the Pareto hyper-volume weighted by the measurement cost of each objective. Our acquisition function selects the next sample and objective that provides maximum information gain per unit of cost. We evaluated FlexiBO on 7 state-of-the-art DNNs for object detection, natural language processing, and speech recognition. Our results indicate that, when compared to other state-of-the-art methods across the 7 architectures we tested, the Pareto front obtained using FlexiBO has, on average, a 28.44% higher contribution to the true Pareto front and achieves 25.64% better diversity.",159724654,37,110,,
10.48550/arxiv.2403.03322,Deep Configuration Performance Learning: A Systematic Survey and Taxonomy,"Jingzhi Gong, Tao Chen",arXiv.org,2024,"Performance is arguably the most crucial attribute that reflects the quality of a configurable software system. However, given the increasing scale and complexity of modern software, modeling and predicting how various configurations can impact performance becomes one of the major challenges in software maintenance. As such, performance is often modeled without having a thorough knowledge of the software system, but relying mainly on data, which fits precisely with the purpose of deep learning. In this article, we conduct a comprehensive review exclusively on the topic of deep learning for performance learning of configurable software, covering 1,206 searched papers spanning six indexing services, based on which 99 primary papers were extracted and analyzed. Our results outline key statistics, taxonomy, strengths, weaknesses, and optimal usage scenarios for techniques related to the preparation of configuration data, the construction of deep learning performance models, the evaluation of these models, and their utilization in various software configuration-related tasks. We also identify the good practices and potentially problematic phenomena from the studies surveyed, together with a comprehensive summary of actionable suggestions and insights into future opportunities within the field. To promote open science, all the raw results of this survey can be accessed at our repository: https://github.com/ideas-labo/DCPL-SLR.",270061558,19,203,,
(missing DOI),Bayesian Learning for Hardware and Software Conﬁguration Co-Optimization,Yi Ding,(missing journal),2020,"—Both hardware and software systems are increasingly conﬁgurable, which poses a challenge to ﬁnding the highest performance conﬁguration due to the tremendous search space. Prior scheduling and resource management work uses machine learning (ML) to ﬁnd high-performance conﬁgurations for either the hardware or software conﬁgurations alone while assuming the other is ﬁxed. Such separate optimization is problematic because a software conﬁguration that is fast on one hardware architecture can be up to 50% slower on another. The main di ﬃ culty of co-optimization is the massive search space over both hardware and software conﬁgurations because accurate learning models require large amounts of labeled training data, and thus long periods of data collection and conﬁguration search. To achieve co-optimization with signiﬁcantly smaller training sets, we present Paprika, a scheduler that simultaneously selects hardware and software conﬁgurations using a Bayesian learning approach. Paprika augments software conﬁguration parameters with hardware features seamlessly and e ﬃ ciently via one-hot encoding and parameter selection. To reduce the impact of the search space, Paprika actively queries conﬁgurations based on a novel ensemble optimization objective. The intuition of this ensemble is to combine three prior optimizers to implicitly negotiate the exploration–exploitation tradeo ﬀ . We evaluate Paprika with ten Spark workloads on three hardware architectures and ﬁnd that, compared to prior work, Paprika produces runtimes that are 12–38% closer to the optimal.",269894043,8,96,,
10.1145/3641525.3663621,Embracing Deep Variability For Reproducibility and Replicability,"Mathieu Acher, Benoît Combemale, Georges Aaron Randrianaina, J. Jézéquel",ACM-REP,2024,"Reproducibility (a.k.a., determinism in some cases) constitutes a fundamental aspect in various fields of computer science, such as floating-point computations in numerical analysis and simulation, concurrency models in parallelism, reproducible builds for third parties integration and packaging, and containerization for execution environments. These concepts, while pervasive across diverse concerns, often exhibit intricate inter-dependencies, making it challenging to achieve a comprehensive understanding. In this short and vision paper we delve into the application of software engineering techniques, specifically variability management, to systematically identify and explicit points of variability that may give rise to reproducibility issues (e.g., language, libraries, compiler, virtual machine, OS, environment variables, etc.). The primary objectives are: i) gaining insights into the variability layers and their possible interactions, ii) capturing and documenting configurations for the sake of reproducibility, and iii) exploring diverse configurations to replicate, and hence validate and ensure the robustness of results. By adopting these methodologies, we aim to address the complexities associated with reproducibility and replicability in modern software systems and environments, facilitating a more comprehensive and nuanced perspective on these critical aspects.",273221787,5,55,,
10.1007/978-3-031-53966-4_25,Learning Graph Configuration Spaces with Graph Embedding in Engineering Domains,"Michael Mittermaier, Takfarinas Saber, Goetz Botterweck",Lecture Notes in Computer Science,2024,(missing abstract),269342363,2,14,,
10.1145/3461001.3471149,The interplay of compile-time and run-time options for performance prediction,"Luc Lesoil, M. Acher, Xhevahire Tërnava, Arnaud Blouin, J. Jézéquel",Software Product Lines Conference,2021,"Many software projects are configurable through compile-time options (e.g., using ./configure) and also through run-time options (e.g., command-line parameters, fed to the software at execution time). Several works have shown how to predict the effect of run-time options on performance. However it is yet to be studied how these prediction models behave when the software is built with different compile-time options. For instance, is the best run-time configuration always the best w.r.t. the chosen compilation options? In this paper, we investigate the effect of compile-time options on the performance distributions of 4 software systems. There are cases where the compiler layer effect is linear which is an opportunity to generalize performance models or to tune and measure runtime performance at lower cost. We also prove there can exist an interplay by exhibiting a case where compile-time options significantly alter the performance distributions of a configurable system.",216791337,20,76,,
10.1145/3551349.3559499,Automated Identification of Security-Relevant Configuration Settings Using NLP,"Patrick Stöckle, Theresa Wasserer, Bernd Grobauer, A. Pretschner",ArXiv,2022,"To secure computer infrastructure, we need to configure all security-relevant settings. We need security experts to identify security-relevant settings, but this process is time-consuming and expensive. Our proposed solution uses state-of-the-art natural language processing to classify settings as security-relevant based on their description. Our evaluation shows that our trained classifiers do not perform well enough to replace the human security experts but can help them classify the settings. By publishing our labeled data sets and the code of our trained model, we want to help security experts analyze configuration settings and enable further research in this area.",251941278,7,13,,
10.1145/3731302.3731303,Dedication,(missing authors),(missing journal),2026,(missing abstract),308415328,0,302,,
10.1016/j.jss.2022.111539,Automating Feature Model maintainability evaluation using machine learning techniques,"Públio Silva, Carla Ilane Moreira Bezerra, Ivan do Carmo Machado, Públio Silva, Carla Ilane Moreira Bezerra, Ivan do Carmo Machado",(missing journal),2022,(missing abstract),251579609,6,60,,
(missing DOI),Bayesian Learning for Hardware and Software Configuration Co-Optimization,Yi Ding,(missing journal),2020,"—Both hardware and software systems are increasingly conﬁgurable, which poses a challenge to ﬁnding the highest performance conﬁguration due to the tremendous search space. Prior scheduling and resource management work uses machine learning (ML) to ﬁnd high-performance conﬁgurations for either the hardware or software conﬁgurations alone while assuming the other is ﬁxed. Such separate optimization is problematic because a software conﬁguration that is fast on one hardware architecture can be up to 50% slower on another. The main di ﬃ culty of co-optimization is the massive search space over both hardware and software conﬁgurations because accurate learning models require large amounts of labeled training data, and thus long periods of data collection and conﬁguration search. To achieve co-optimization with signiﬁcantly smaller training sets, we present Paprika, a scheduler that simultaneously selects hardware and software conﬁgurations using a Bayesian learning approach. Paprika augments software conﬁguration parameters with hardware features seamlessly and e ﬃ ciently via one-hot encoding and parameter selection. To reduce the impact of the search space, Paprika actively queries conﬁgurations based on a novel ensemble optimization objective. The intuition of this ensemble is to combine three prior optimizers to implicitly negotiate the exploration–exploitation tradeo ﬀ . We evaluate Paprika with ten Spark workloads on three hardware architectures and ﬁnd that, compared to prior work, Paprika produces runtimes that are 12–38% closer to the optimal.",244603817,8,98,,
10.1145/3744915.3748470,In the Search for Truth: Navigating Variability in Neuroimaging Software Pipelines,"Youenn Merel, Mathieu Acher, Camille Maumet",Proceedings of the 29th ACM International Systems and Software Product Line Conference - Volume A,2025,"Neuroimaging pipelines – software-driven analysis workflows of brain images – are characterized by a wide range of tools, parameters, and configuration choices. Such flexibility, while enabling diverse scientific inquiries, gives rise to analytical variability: different pipeline variants can lead to different outcomes. In practice, each neuroimaging pipeline variant produces a statistic map – a complex, structured 3D output whose relevance can only be assessed with specific domain expertise, unlike simple metrics such as execution time. And, in most cases, there is no ground truth against which to judge these outputs, making it unclear which variant yields the best result. In this paper, we introduce a ""sampling, variant scoring, learning"" methodology to study variability in the absence of a quantitative target – i.e. ground truth. We report our experience in developing an Universal Variability Language (UVL) feature model of 90 features representing the configuration space of a well-established open source neuroimaging analysis software (SPM). We sample and run 1000 valid configurations generating 1000 statistic maps as outputs. We studied various candidate proxy ground truths and computed Spearman correlations as a quantitative metric of the performance of each pipeline. We tested the following 12 proxy ground truths: the average statistic map (across variants), the output of an expert-derived configuration, and a set of randomly selected outputs (as baseline). Then, we used a decision tree learning approach to inspect variability. We evaluated the sensitivity of our method to the choice of (proxy) ground truth, both in terms of predictive accuracy and in the identification of important features. These first results outline the challenge of choosing and validating a referential to assess our understanding of variability in the absence of ground truth.",290530095,0,47,,
10.5753/sbsi_estendido.2024.238518,Effect of Feature Subset Selection on Samplings for Performance Prediction of Configurable Systems,"João Marcello Bessa Rodrigues, Juliana Alves Pereira",Brazilian Symposium on Information Systems,2024,"Organizations require personalized solutions to effectively address users’ needs, and stay competitive in the market. In this context, configurable systems offer numerous configuration options to meet user-specific functional and non-functional requirements. However, although configurability makes these systems flexible and versatile, a simple change can result in serious problems in different software variants, such as performance bottlenecks and security issues. Thus, automated approaches based on machine learning have been developed to facilitate configuration management. Our work aims to expand upon previous findings in this field by assessing their applicability to other scenarios. By introducing more efficient practices, we can contribute to cost reduction, higher software quality, and quicker time-to-market. This is particularly relevant in a global context where software plays a crucial role.",273921575,0,24,,
10.1145/3579028.3609016,Generative AI for Reengineering Variants into Software Product Lines,"Mathieu Acher, Jabier Martinez",(missing journal),2023,"The migration and reengineering of existing variants into a software product line (SPL) is an error-prone and time-consuming activity. Many extractive approaches have been proposed, spanning different activities from feature identification and naming to the synthesis of reusable artefacts. In this paper, we explore how large language model (LLM)-based assistants can support domain analysts and developers. We revisit four illustrative cases of the literature where the challenge is to migrate variants written in different formalism (UML class diagrams, Java, GraphML, statecharts). We systematically report on our experience with ChatGPT-4, describing our strategy to prompt LLMs and documenting positive aspects but also failures. We compare the use of LLMs with state-of-the-art approach, BUT4Reuse. While LLMs offer potential in assisting domain analysts and developers in transitioning software variants into SPLs, their intrinsic stochastic nature and restricted ability to manage large variants or complex structures necessitate a semiautomatic approach, complete with careful review, to counteract inaccuracies.",264284883,7,24,,
10.1145/3510455.3512792,Towards Incremental Build of Software Configurations,"Georges Aaron Randrianaina, D. Khelladi, Olivier Zendra, M. Acher",2022 IEEE/ACM 44th International Conference on Software Engineering: New Ideas and Emerging Results (ICSE-NIER),2022,"Building software is a crucial task to compile, test, and deploy software systems while continuously ensuring quality. As software is more and more configurable, building multiple configurations is a pressing need, yet, costly and challenging to instrument. The common practice is to independently build (a.k.a., clean build) a software for a subset of configurations. While incremental build has been considered for software evolution and relatively small modifications of the source code, it has surprisingly not been considered for software configurations. In this vision paper, we formulate the hypothesis that incremental build can reduce the cost of exploring the configuration space of software systems. We detail how we apply incremental build for two real-world application scenarios and conduct a preliminary evaluation on two case studies, namely x264 and Linux Kernel. For x264, we found that one can incrementally build configurations in an order such that overall build time is reduced. Nevertheless, we could not find any optimal order with the Linux Kernel, due to a high distance between random configurations. Therefore, we show it is possible to control the process of generating configurations: we could reuse commonality and gain up to 66% of build time compared to only clean builds.CCS CONCEPTS • Software and its engineering $\rightarrow$ Software configuration management and version control systems.",262473351,11,42,,
10.1145/3731302.3731320,Advanced: Functor Applications,Don Batory,ACM eBooks,2026,(missing abstract),307547975,0,302,,
10.1145/3731302.3731305,Preface,(missing authors),(missing journal),2026,(missing abstract),308467983,0,302,,
10.5753/sbes.2025.11612,Comparing LLMs and Proposing an ML-Based Approach for Search String Generation in Systematic Literature Reviews,"Diogo Adário Marassi, Juliana Alves Pereira, K. R. Felizardo",Brazilian Symposium on Software Engineering,2025,"The formulation of an effective search string is a critical process in systematic literature reviews (SLRs), as it directly influences both the coverage and precision of the retrieved studies. Traditionally, this process relies on manual keyword selection and expert-driven refinements, making it laborious, susceptible to human bias, and often inaccessible to non-specialists. To address these limitations, this study explores the application of artificial intelligence (AI) to support the generation of search strings.We organized our ongoing investigation into two main phases. In the first phase, we evaluated the performance of search strings generated by different large language models (LLMs), specifically Llama-8B, Gemma-12B, and Mistral-Nemo-12B, using a previously published SLR as a benchmark. Our results suggest that, while LLMs can assist in search string formulation, their effectiveness is inconsistent and sensitive to input conditions. Motivated by these limitations, we propose a semi-automated pipeline based on Machine Learning (ML). Through our preliminary analysis, we proposed a standardized reproducible evaluation framework to assess and compare AI-based search string generation strategies, including our proposed ML-based approach.",292036423,0,36,,
10.1145/3731302.3731309,Model-Driven Engineering,Don Batory,ACM eBooks,2026,(missing abstract),307600403,0,302,,
10.1145/3442391.3442402,Deep Software Variability: Towards Handling Cross-Layer Configuration,"Luc Lesoil, M. Acher, Arnaud Blouin, J. Jézéquel",International Workshop on Variability Modelling of Software-Intensive Systems,2021,"Configuring software is a powerful means to reach functional and performance goals of a system. However, many layers (hardware, operating system, input data, etc.), themselves subject to variability, can alter performances of software configurations. For instance, configurations’ options of the x264 video encoder may have very different effects on x264’s encoding time when used with different input videos, depending on the hardware on which it is executed. In this vision paper, we coin the term deep software variability to refer to the interaction of all external layers modifying the behavior or non-functional properties of a software. Deep software variability challenges practitioners and researchers: the combinatorial explosion of possible executing environments complicates the understanding, the configuration, the maintenance, the debug, and the test of configurable systems. There are also opportunities: harnessing all variability layers (and not only the software layer) can lead to more efficient systems and configuration knowledge that truly generalizes to any usage and context.",122204599,18,62,,
(missing DOI),Learning Very Large Configuration Spaces: What Matters for Linux Kernel Sizes,"Mathieu Acher, Hugo Martin, Juliana Alves Pereira, Arnaud Blouin, Jean-Marc Jézéquel, Djamel Khelladi, Luc Lesoil, Olivier Barais",HAL (Le Centre pour la Communication Scientifique Directe),2019,"Linux kernels are used in a wide variety of appliances, many of them having strong requirements on the kernel size due to constraints such as limited memory or instant boot. With more than ten thousands of configuration options to choose from, obtaining a suitable trade off between kernel size and functionality is an extremely hard problem. Developers, contributors, and users actually spend significant effort to document, understand, and eventually tune (combinations of) options for meeting a kernel size. In this paper, we investigate how machine learning can help explain what matters for predicting a given Linux kernel size. Unveiling what matters in such very large configuration space is challenging for two reasons: (1) whatever the time we spend on it, we can only build and measure a tiny fraction of possible kernel configurations; (2) the prediction model should be both accurate and interpretable. We compare different machine learning algorithms and demonstrate the benefits of specific feature encoding and selection methods to learn an accurate model that is fast to compute and simple to interpret. Our results are validated over 95,854 kernel configurations and show that we can achieve low prediction errors over a reduced set of options. We also show that we can extract interpretable information for refining documentation and experts' knowledge of Linux, or even assigning more sensible default values to options.",141495725,24,98,,
(missing DOI),FlexiBO: Cost-Aware Multi-Objective Optimization of Deep Neural Networks,"Md Shahriar Iqbal, Jianhai Su, Lars Kotthoff, Pooyan Jamshidi",arXiv.org,2020,"One of the key challenges in designing machine learning systems is to determine the right balance amongst several objectives, which also oftentimes are incommensurable and conflicting. For example, when designing deep neural networks (DNNs), one often has to trade-off between multiple objectives, such as accuracy, energy consumption, and inference time. Typically, there is no single configuration that performs equally well for all objectives. Consequently, one is interested in identifying Pareto-optimal designs. Although different multi-objective optimization algorithms have been developed to identify Pareto-optimal configurations, state-of-the-art multi-objective optimization methods do not consider the different evaluation costs attending the objectives under consideration. This is particularly important for optimizing DNNs: the cost arising on account of assessing the accuracy of DNNs is orders of magnitude higher than that of measuring the energy consumption of pre-trained DNNs. We propose FlexiBO, a flexible Bayesian optimization method, to address this issue. We formulate a new acquisition function based on the improvement of the Pareto hyper-volume weighted by the measurement cost of each objective. Our acquisition function selects the next sample and objective that provides maximum information gain per unit of cost. We evaluated FlexiBO on 7 state-of-the-art DNNs for object detection, natural language processing, and speech recognition. Our results indicate that, when compared to other state-of-the-art methods across the 7 architectures we tested, the Pareto front obtained using FlexiBO has, on average, a 28.44% higher contribution to the true Pareto front and achieves 25.64% better diversity.",247203165,35,110,,
10.48550/arxiv.2409.16480,Exploring Performance Trade-offs in JHipster,"Edouard Guégain, Alexandre Bonvoisin, Clément Quinton, Mathieu Acher, Romain Rouvoy",arXiv.org,2024,"The performance of software systems remains a persistent concern in the field of software engineering. While traditional metrics like binary size and execution time have long been focal points for developers, the power consumption concern has gained significant attention, adding a layer of complexity to performance evaluation. Configurable software systems, with their potential for numerous configurations, further complicate this evaluation process. In this experience paper, we examine the impact of configurations on performance, specifically focusing on the web stack generator JHipster. Our goal is to understand how configuration choices within JHipster influence the performance of the generated system. We undertake an exhaustive analysis of JHipster by examining its configurations and their effects on system performance. Additionally, we explore individual configuration options to gauge their specific influence on performance. Through this process, we develop a comprehensive performance model for JHipster, enabling us to automate the identification of configurations that optimize specific performance metrics. In particular, we identify configurations that demonstrate near-optimal performance across multiple indicators and report on significant correlations between configuration choices within JHipster and the performance of generated systems.",278277696,1,34,,
10.1145/3442391.3442408,An Overview of Recommender Systems and Machine Learning in Feature Modeling and Configuration,"Alexander Felfernig, Viet-Man Le, Andrei Popescu, Mathias Uta, Thi Ngoc Trang Tran, Müslüm Atas",arXiv: Information Retrieval,2021,"Recommender systems support decisions in various domains ranging from simple items such as books and movies to more complex items such as financial services, telecommunication equipment, and software systems. In this context, recommendations are determined, for example, on the basis of analyzing the preferences of similar users. In contrast to simple items which can be enumerated in an item catalog, complex items have to be represented on the basis of variability models (e.g., feature models) since a complete enumeration of all possible configurations is infeasible and would trigger significant performance issues. In this paper, we give an overview of a potential new line of research which is related to the application of recommender systems and machine learning techniques in feature modeling and configuration. In this context, we give examples of the application of recommender systems and machine learning and discuss future research issues.",129081303,21,47,,
(missing DOI),Input Sensitivity on the Performance of Conﬁgurable Systems: An Empirical Study,"Luc Lesoil, M. Acher, Arnaud Blouin, J. Jézéquel",(missing journal),2023,"Widely used software systems such as video encoders are by necessity highly conﬁgurable, with hundreds or even thousands of options to choose from. Their users often have a hard time ﬁnding suitable values for these options ( i.e. , ﬁnding a proper conﬁguration of the software system) to meet their goals for the tasks at hand, e.g. , compress a video down to a certain size. One dimension of the problem is of course that performance depends on the input data: e.g. , a video as input to an encoder like x264 or a ﬁle fed to a tool like xz . To achieve good performance, users should therefore take into account both dimensions of (1) software variability and (2) input data. This paper details a large study over 8 conﬁgurable systems that quantiﬁes the existing interactions between input data and conﬁgurations of software systems. The results exhibit that (1) inputs fed to software systems can interact with their conﬁguration options in non-monotonous ways , signiﬁcantly impacting their performance properties (2) input sensitivity can challenge our knowledge of software variability and question the relevance of performance predictive models for a ﬁeld deployment. Given the results of our study, we call researchers to address the problem of input sensitivity when tuning, predicting, understanding, and benchmarking conﬁgurable systems.",254265197,1,127,,
10.1145/3546932.3546997,Feature subset selection for learning huge configuration spaces: the case of linux kernel size,"M. Acher, Hugo Martin, Luc Lesoil, Arnaud Blouin, J. Jézéquel, D. Khelladi, Olivier Barais, Juliana Alves Pereira",Software Product Lines Conference,2022,"Linux kernels are used in a wide variety of appliances, many of them having strong requirements on the kernel size due to constraints such as limited memory or instant boot. With more than nine thousands of configuration options to choose from, developers and users of Linux actually spend significant effort to document, understand, and eventually tune (combinations of) options for meeting a kernel size. In this paper, we describe a large-scale endeavour automating this task and predicting a given Linux kernel binary size out of unmeasured configurations. We first experiment that state-of-the-art solutions specifically made for configurable systems such as performance-influence models cannot cope with that number of options, suggesting that software product line techniques may need to be adapted to such huge configuration spaces. We then show that tree-based feature selection can learn a model achieving low prediction errors over a reduced set of options. The resulting model, trained on 95 854 kernel configurations, is fast to compute, simple to interpret and even outperforms the accuracy of learning without feature selection.",241034486,20,89,,
10.1145/3744915.3748472,Understanding Product Line Runtime Performance with Behaviour Models and Regression Model Trees,"Daniel Friesel, Olaf Spinczyk",Proceedings of the 29th ACM International Systems and Software Product Line Conference - Volume A,2025,"Performance models for software product lines encode the relation between configurable product features and performance attributes. These cover both static attributes such as binary size, and runtime-specific attributes such as throughput or latency. However, although runtime-specific attributes depend on workload and application behaviour, existing approaches typically only predict a single performance value for each attribute and product line configuration. They utilize fixed reference workloads for model learning and performance prediction, and are therefore inadequate for predicting feature-dependent runtime performance attributes of variable workloads (e.g., variable query sequences in a database management system). Moreover, viewing a product line as a black box that is only described by its feature model hinders efficient benchmark data acquisition and reasoning about unexpected performance effects. We propose to make performance models aware of software product line implementations, thus improving flexibility, interpretability, and learning time. To do so, we decompose runtime behaviour into distinct events (state machine transitions), and annotate each event with an event-specific performance model (regression model tree). The combination of state machine-based behaviour models with regression model trees allows us to predict performance attributes of arbitrary event sequences (words accepted by the state machine). In addition to more flexible models that are no longer bound to a specific workload, this approach improves model interpretability and learning time by using smaller models for individual workload components. We show the advantages of this approach in a database management system product line case study, and use it to explain unexpected behaviour on a real-world server system.",290561831,1,53,,
10.48550/arxiv.2310.01039,Software Reconfiguration in Robotics,"Sven Peldszus, Davide Brugali, Daniel Struber, Patrizio Pelliccione, T. Berger",arXiv.org,2023,"Robots often need to be reconfigurable—to customize, calibrate, or optimize robots operating in varying environments with different hardware. A particular challenge in robotics is the automated and dynamic reconfiguration to load and unload software components, as well as parameterizing them. Over the last decades, a large variety of software reconfiguration techniques has been presented in the literature, many specifically for robotics systems. Also many robotics frameworks support reconfiguration. Unfortunately, there is a lack of empirical data on the actual use of reconfiguration techniques in real robotics projects and on their realization in robotics frameworks. To advance reconfiguration techniques and support their adoption, we need to improve our empirical understanding of them in practice. We present a study of automated reconfiguration at runtime in the robotics domain. We determine the state-of-the art by reviewing 78 relevant publications on reconfiguration. We determine the state-of-practice by analyzing how four major robotics frameworks support reconfiguration, and how reconfiguration is realized in 48 robotics (sub-)systems. We contribute a detailed analysis of the design space of reconfiguration techniques. We identify trends and research gaps. Our results show a significant discrepancy between the state-of-the-art and the state-of-practice. While the scientific community focuses on complex structural reconfiguration, only parameter reconfiguration is widely used in practice. Our results support practitioners to realize reconfiguration in robotics systems, as well as they support researchers and tool builders to create more effective reconfiguration techniques that are adopted in practice.",265297423,4,208,,
10.48550/arxiv.2411.00642,LLM-Based Misconfiguration Detection for AWS Serverless Computing,"Jinfeng Wen, Zhenpeng Chen, Federica Sarro, Zixi Zhu, Yi Liu, Haodi Ping, Shangguang Wang",arXiv.org,2024,"Serverless computing is a popular cloud computing paradigm that enables developers to build applications at the function level, known as serverless applications. The Serverless Application Model (AWS SAM) is the most widely adopted configuration schema. However, misconfigurations pose a significant challenge due to the complexity of serverless configurations and the limitations of traditional data-driven techniques. Recent advancements in Large Language Models (LLMs), pre-trained on large-scale public data, offer promising potential for identifying and explaining misconfigurations. In this paper, we present SlsDetector, the first framework that harnesses the capabilities of LLMs to perform static misconfiguration detection in serverless applications. SlsDetector utilizes effective prompt engineering with zero-shot prompting to identify configuration issues. It designs multi-dimensional constraints aligned with serverless configuration characteristics and leverages the Chain of Thought technique to enhance LLM inferences, alongside generating structured responses. We evaluate SlsDetector on a curated dataset of 110 configuration files, which includes correct configurations, real-world misconfigurations, and intentionally injected errors. Our results show that SlsDetector, based on ChatGPT-4o (one of the most representative LLMs), achieves a precision of 72.88%, recall of 88.18%, and F1-score of 79.75%, outperforming state-of-the-art data-driven methods by 53.82, 17.40, and 49.72 percentage points, respectively. We further investigate the generalization capability of SlsDetector across recent LLMs, including Llama 3.1 (405B) Instruct Turbo, Gemini 1.5 Pro, and DeepSeek V3, with consistently high effectiveness.",280957081,11,82,,
10.1145/3744915.3748476,Performance Prediction of Cyber-Physical Systems Product Lines in Dynamic Environments,"M. Rizky Wijaya, Sami Lazreg, Tagir Fabarisov, Andreas M. Hein, Maxime Cordy",Proceedings of the 29th ACM International Systems and Software Product Line Conference - Volume A,2025,"Evaluating performance properties across highly configurable Cyber-Physical Systems (CPS) remains a significant challenge due to the size of configuration spaces and the cost of domain-specific simulations. Computing the fitness of a configuration is itself complex, as CPS behaviors depend on non-linear, system-level interactions that are difficult to model and predict. Although sampling and prediction techniques have shown strong potential in software domains, their extension to CPS contexts involving physical simulations remains largely unexplored. In this work, we highlight this challenge through a CubeSat product line case study and provide preliminary results combining simulation and machine learning to predict system-level metrics. Our findings, based on baseline prediction accuracy, illustrate the difficulty of the problem and motivate further research on performance prediction methods for CPS product lines.",290551379,0,34,,
10.1145/3696410.3714699,FP-Rainbow: Fingerprint-Based Browser Configuration Identification,"Maxime Huyghe, Clément Quinton, Walter Rudametkin",The Web Conference,2025,"Browser fingerprinting is a tracking technique that collects attributes and calls functions from the browser’s APIs. Unlike cookies, browser fingerprints are difficult to evade or delete, raising significant privacy concerns for users as they can be used to re-identify individuals over browsing sessions without their consent. Yet, there has been limited research on the impact of browser configuration settings on these fingerprints. This paper introduces FP-Rainbow, a novel approach to systematically explore and map the configuration space of Chromium-based web browsers aiming to identify the impact of configuration parameters on browser fingerprints and their changes over time. We explore 1 , 748 configuration parameters (switches) and identify their impact on the browser’s BOM (Browser Object Model). By collecting and analyzing over 61 , 000 fingerprints from 18 versions of Chromium, our study reveals that 32 to 56 of these configuration parameters (depending on versions), such as disable-3d-apis or disable-notifications , influence the fingerprint of a web browser. FP-Rainbow also proves efficient in identifying browser configuration parameters from unknown fingerprints, achieving an average successful identification rate of 84% when considering a single configuration parameter and 78% when multiple parameters are involved, across all evaluated browser versions. These findings emphasize the importance of measuring the impact of configuration parameters on browsers to develop safer and more privacy-friendly web browsers.",284082501,2,37,,
10.1016/j.jss.2023.111883,Learning input-aware performance models of configurable systems: An empirical evaluation,"Luc Lesoil, Helge Spieker, Arnaud Gotlieb, M. Acher, Paul Temple, Arnaud Blouin, J. Jézéquel",Journal of Systems and Software,2023,(missing abstract),265980383,3,103,,
