DOI,Title,Authors,Journal,Year,Abstract,ResearchRabbitId,Cited By,References,PubMedId
(missing DOI),Software engineering technology innovation - Turning research results into industrial success,"Teade Punter, René Krikhaar, Reinder J. Bril",Journal of Systems and Software,2009,(missing abstract),69656678,22,44,(missing PubMedId)
(missing DOI),Software Development Methodology Evaluation Model,"Damjan Vavpotič, Marko Bajec, Marjan Krisper",Springer eBooks,2003,"In the paper we present software development methodology evaluation model that helps a software development company to find out what is the most suitable methodology for its needs. The purpose of the evaluation model is not to prescribe the use of a certain methodology, but merely to suggest what kind of methodology is suitable for a certain type of organization or project. In the paper we discuss requirements and guidelines for the evaluation model, and design and function of the model.",64487926,2,50,(missing PubMedId)
(missing DOI),Investigating Determinants of Software Developers' Intentions to Follow Methodologies,"B. Hardgrave, Fred D. Davis, Cynthia K. Riemenschneider",J. Manag. Inf. Syst.,2003,"Seeking to improve software development, many organizations attempt to deploy formalized methodologies. This typically entails substantial behavioral change by software developers away from previous informal practices toward conformance with the methodology. Developers' resistance to such change often results in failure to fully deploy and realize the benefits of the methodology. The present research draws upon theories of intention formation and innovation diffusion to advance knowledge about why developers accept or resist following methodologies. Results from a field study within a large organization indicate that developers' intentions are directly influenced by their perceptions of usefulness, social pressure, compatibility, and organizational mandate. This pattern of intention determinants is quite different from that typically observed in studies of information technology tool adoption, revealing several key differences between the domains of tool versus methodology adoption. Specifically, although organizational mandate had a significant effect on intentions, the strength of its direct influence was the lowest among the four significant constructs, and usefulness, compatibility, and social pressure all influenced intentions directly, above and beyond the effects of organizational mandate. The findings suggest, contrary to popular belief, that an organizational mandate is not sufficient to guarantee use of the methodology in a sustained manner.",61566395,341,77,(missing PubMedId)
(missing DOI),A Case Study on Artefact-based RE Improvement in Practice,"D. Méndez Ferández, Stefan Wagner",arXiv: Software Engineering,2016,"Most requirements engineering (RE) process improvement approaches are solution-driven and activity-based. They focus on the assessment of the RE of a company against an external norm of best practices. A consequence is that practitioners often have to rely on an improvement approach that skips a profound problem analysis and that results in an RE approach that might be alien to the organisational needs. In recent years, we have developed an RE improvement approach (called \emph{ArtREPI}) that guides a holistic RE improvement against individual goals of a company putting primary attention to the quality of the artefacts. In this paper, we aim at exploring ArtREPI's benefits and limitations. We contribute an industrial evaluation of ArtREPI by relying on a case study research. Our results suggest that ArtREPI is well-suited for the establishment of an RE that reflects a specific organisational culture but to some extent at the cost of efficiency resulting from intensive discussions on a terminology that suits all involved stakeholders. Our results reveal first benefits and limitations, but we can also conclude the need of longitudinal and independent investigations for which we herewith lay the foundation.",60778155,5,47,(missing PubMedId)
(missing DOI),An Insight upon the Effect of Quality Assurance on the Cost of Software Development,"D. Manchanda, Akashdeep Singh, N. Garg",(missing journal),2013,"The requirement of a software to be free from any kind of error,defect or fault is still a very big challenge to the IT industry.Software system’s size, lifetime and complexity is continuously growing but there is often not much flexibility to deadlines and budget.Also,cost is the main factor which should be considered before developing a software project.A possible software failure may lead to millions of breakdown costs, loss of reputation, or even injure people.But,when this is done correctly,it helps in the successful completion of the project. This paper focusses on providing an insight upon finding the right balance between quality and quality assurance costs during different phases of software development life cycle which in turn would increase organizational economic status, as well as conceptual and economic perspective.",60420296,3,19,(missing PubMedId)
(missing DOI),The Role of User Guidance in the Industrial Adoption of AUKOTON MDE Approach,"Jari Rauhamäki, Outi Laitinen, Seppo Sierla, Seppo Kuikka",(missing journal),2009,"Model-Driven Engineering (MDE) has emerged as an actively researched and established approach for next generation control application development. Technology transfer to the industry is a topical research problem. Since most professional factory process control engineers do not have computer science backgrounds, there is an urgent need for studies of the role of user guidance in the professional learning, and thus, of industrial adoption of MDE approaches. In this study professionals were invited to a hands-on assessment of the AUKOTON MDE approach for factory process control engineering. Qualitative empirical material was collected and analyzed to identify the role of user guidance in the context of other factors impacting industrial adoption. Challenges in adoption that could be solved by user guidance were identified with the theory of organizational knowledge creation (SECI) model.",59285263,0,26,(missing PubMedId)
(missing DOI),"Design Science, Engineering Science and Requirements Engineering","R. Wieringa, J. Heerkens",IEEE International Requirements Engineering Conference,2008,"For several decades there has been a debate in the computing sciences about the relative roles of design and empirical research, and about the contribution of design and research methodology to the relevance of research results. In this minitutorial we review this debate and compare it with evidence about the relation between design and research in the history of science and technology. Our review shows that research and design are separate but concurrent activities, and that relevance of research results depends on problem setting rather than on rigorous methods. We argue that rigorous scientific methods separate design from research, and we give simple model for how to do this in a problem-driven way.",56989133,13,67,(missing PubMedId)
(missing DOI),On the Quality of Feature Models,Christer Thörn,(missing journal),2009,"Variability has become an important aspect of modern software-intensive products and systems. In order to reach new markets and utilize existing resources through reuse, it is necessary to have effective management of variants, configurations, and reusable functionality. The topic of this thesis is the construction of feature models that document and describe variability and commonality. The work aims to contribute to methods for creating feature models that are of high quality, suitable for their intended purpose, correct, and usable. The thesis suggests an approach, complementing existing feature modeling methodologies, that contributes to arriving at a satisfactory modeling result. The approach is based on existing practices to raise quality from other research areas, and targets shortcomings in existing feature modeling methods. The requirements for such an approach were derived from an industrial survey and a case study in the automotive domain. The approach was refined and tested in a second case study in the mobile applications domain. The main contributions of the thesis are a quality model for feature models, procedures for prioritizing and evaluating quality in feature models, and an initial set of empirically grounded development principles for reaching certain qualities in feature models. The principal findings of the thesis are that feature models exhibit different qualities, depending on certain characteristics and properties of the model. Such properties can be identified, formalized, and influenced in order to guide development of feature models, and thereby promote certain quality factors of feature models.",49569718,19,140,(missing PubMedId)
(missing DOI),A Unified Model of the Technology Push Process and Its Application in a Workshop Setting,"Orestis Terzidis, Leonid Vogel",FGF studies in small business and entrepreneurship,2017,"The process of commercializing new technologies, i.e. of creating technology push innovations, is poorly understood and modeled in very different and heterogeneous ways in the academic literature. Furthermore, no framework exists up to now to allow for practical facilitation like Design Thinking supporting user-centric innovations. To tackle these shortcomings, this chapter aims to improve the understanding of the technology push process and take initial steps towards a practical methodological framework. The understanding is enhanced by creating a consolidated and unified model of the process which builds on a systematic literature review. Additionally, methods are identified, evaluated and combined into a workshop format for the most critical phase of technology application selection. A case example in a university setting shows that the workshop is well-suited to advance technologies. Both the process model and the workshop concept are relevant for the academic and practical contexts: The process model aids in better understanding the technology push process and unifies different views. The workshop is an essential first step in designing a systematic framework for practical technology push developments with concrete methods and tools. The methodology is new to the field of innovation management and forms a well-designed starting point for similar endeavors.",43496872,12,48,(missing PubMedId)
(missing DOI),Testing: a roadmap,M. J. Harrold,ICSE '00,2000,"Testing is an important process that is performed to support quality assurance. Testing activities support quality assurance by gathering information about the nature of the software being studied. These activities consist of designing test cases, executing the software with those test cases, and examining the results produced by those executions. Studies indicate that more than fty percent of the cost of software development is devoted to testing, with the percentage for testing critical software being even higher. As software becomes more pervasive and is used more often to perform critical tasks, it will be required to be of higher quality. Unless we can nd ecient ways to perform eective testing, the percentage of development costs devoted to testing will increase signicantly. This report briefly assesses the state of the art in software testing, outlines some future directions in software testing, and gives some pointers to software testing resources.",42735202,485,57,(missing PubMedId)
(missing DOI),The Use of System Development Methodologies in the Development of Mobile Applications: Are they Worthy of Use?,"Wilfred C. Okonkwo, Magda Huisman",(missing journal),2018,"The implementation of system development methodologies (SDMs) in mobile applications (mobile apps) development has a positive effect on companies and their respective software projects. SDMs provide a framework for planning, executing, and managing the process of developing software systems. In this paper, we investigate the worthiness of using of SDMs in the development of mobile applications. A survey was conducted among software developers in various organizations. The organizations included software development companies, financial institutions, telecommunication companies, engineering companies and educational institutions. A total of 152 out of 392 questionnaires distributed, were returned, giving a response rate of 38.8%. Furthermore, the responses were categorized into two groups (users/non-users of SDMs) and T-test analysis was performed to determine the differences between the means of the two groups. The findings indicate that SDMs are effectively used in developing mobile apps and there are significant practical differences between the users and non-users of SDMs in mobile apps development in areas of organizational size, the number of developers in the organization, years of experience, the number of applications developed and application success. The users (companies and individuals) are larger, more experienced and more productive. Furthermore, the use of SDMs in mobile apps development leads to more successful mobile apps. We conclude that SDMs are indeed worthy of use in mobile apps development.",39266437,6,44,(missing PubMedId)
(missing DOI),Explaining Software Developer Acceptance of Methodologies: A Comparison of Five Theoretical Models,"Cynthia K. Riemenschneider, B. Hardgrave, Fred D. Davis",IEEE Trans. Software Eng.,2002,"Many organizations attempt to deploy methodologies intended to improve software development processes. However, resistance by individual software developers against using such methodologies often obstructs their successful deployment. To better explain why individual developers accept or resist methodologies, five theoretical models of individual intentions to accept information technology tools were examined. In a field study of 128 developers in a large organization that implemented a methodology, each model explained significant variance in developers' intentions to use the methodology. Similar to findings from the tool adoption context, we found that, if a methodology is not regarded as useful by developers, its prospects for successful deployment may be severely undermined. In contrast to the typical pattern of findings in a tool context, however, we found that methodology adoption intentions are driven by: 1) the presence of an organizational mandate to use the methodology, 2) the compatibility of the methodology with how developers perform their work, and 3) the opinions of developers' coworkers and supervisors toward using the methodology. Collectively, these results provide surprising new insights into why software developers accept or resist methodologies and suggest what software engineering managers might do to overcome developer resistance.",38161368,361,79,(missing PubMedId)
(missing DOI),Design science methodology: principles and practice,R. Wieringa,2010 ACM/IEEE 32nd International Conference on Software Engineering,2010,"Design scientists have to balance the demands of methodological rigor that they share with purely curiosity-driven scientists, with the demands of practical utility that they share with utility-driven engineers. Balancing these conflicting demands can be conceptually complex and may lead to methodological mistakes. For example, treating a design question as an empirical research question may lead to researcher to omit the identification of the practical problem to solve, to omit the identification of stakeholder-motivated evaluation criteria, or to omit trade-off and sensitivity analysis. This tutorial aims to clear up this methodological mist in the case of software engineering (SE) research.",37803019,79,19,(missing PubMedId)
(missing DOI),4th international workshop on adoption-centric software engineering,"R. Balzer, M. Litoiu, Hausi A. Müller, Dennis B. Smith, M. Storey, S. Tilley, Kenny Wong",Proceedings. 26th International Conference on Software Engineering,2004,The ACSE series of events aims to advance the adoption of software engineering tools and techniques by bringing together researchers and practitioners who investigate novel approaches to fostering the transition between limited-use research prototypes and broadly applicable practical solutions. One proven technique to aid adoption is to leverage existing commercial platforms and infrastructure. The key objective of ACSE 2004 is to explore innovative approaches to the adoption of proofof- concept systems by embedding them in extensions of Commercial Off-The-Shelf (COTS) products and/or using middleware technologies to integrate the prototypes into existing toolsets.,37791950,13,115,(missing PubMedId)
(missing DOI),Empirical results from the transformation of a large commercial technical computing environment,"Rahul Razdan, Steve Esposito, Jay Lawrence, Peter Conner",(missing journal),2009,"Technical computing has unique requirements which are exemplified by factors such as: an extreme focus on run-time performance, a high degree of responsiveness to the customer base, a continued focus on innovation, concurrent support on multiple computing platforms and most importantly, a very limited set of deep subject matter experts who have the skills to build the solution. Exacerbating the above issues is the fact that the field has traditionally seen a great deal of mergers and acquisition activity which leads quickly to an accumulation of disjoint software development systems. This paper describes a detailed case study built within a leading technical computing company which achieved significant success by focusing relentlessly on enhancing the productivity of the individual developer. The work was driven by the author as the general manager of the organization, and measured results of the transformation will be presented in this paper.",35533157,1,9,(missing PubMedId)
(missing DOI),On the Sustained Use of a Test-Driven Development Practice at IBM,"J. Sanchez, L. Williams, E. M. Maximilien",Agile 2007 (AGILE 2007),2007,"Test-driven development (TDD) is an agile practice that is widely accepted and advocated by most agile methods and methodologists. In this paper, we report on a post hoc analysis of the results of an IBM team who has sustained use of TDD for five years and over ten releases of a Java-implemented product. The team worked from a design and wrote tests incrementally before or while they wrote code and, in the process, developed a significant asset of automated tests. The IBM team realized sustained quality improvement relative to a pre-TDD project and consistently had defect density below industry standards. As a result, our data indicate that the TDD practice can aid in the production of high quality products. This quality improvement would compensate for the moderate perceived productivity losses. Additionally, our data indicates that the use of TDD may decrease the degree to which code complexity increases as software ages, as measured by cyclomatic complexity metric.",32562320,68,24,(missing PubMedId)
(missing DOI),Practical experiences in designing and conducting empirical studies in industry-academia collaboration,"Silverio Martínez-Fernández, Helena Martins Marques",CESI 2014,2014,"More and more, software engineering researchers are motivated to solve real problems that bring value to industry. An example is the industry-academia collaboration described in this paper among everis, an IT consulting firm, and the GESSI research group at UPC. The goal of this paper is twofold: to evaluate the success of the collaboration, and to report the experience with conducting empirical studies in the industry and lessons learnt. We evaluated our collaboration with an existing model for technology transfer, and performed a focus group discussion to identify challenges we have faced. After initialization and alignment of the collaboration, a high maturity level has been achieved: we have obtained the first results in form of proposed solutions, scientific publications, and pilots run in real projects. In spite of this positive progress, further initiatives need to be undertaken in the last phases of the collaboration to achieve high degrees of maturity in deployment impact, industry benefit and innovativeness. Evaluating the collaboration has been positive, since we identified the next steps to be taken to achieve a high degree of technology transfer and innovation dissemination. We think it is a needed step in industry-academia collaborations in order to improve their success.",30351144,18,17,(missing PubMedId)
(missing DOI),Program comprehension through sonification,Lewis Irwin Berman,(missing journal),2010,"Background: Comprehension of computer programs is daunting, thanks in part to clutter in the software developer's visual environment and the need for frequent visual context changes. Non-speech sound has been shown to be useful in understanding the behavior of a program as it is running. Aims: This thesis explores whether using sound to help understand the static structure of programs is viable and advantageous. Method: A novel concept for program sonification is introduced. Non-speech sounds indicate characteristics of and relationships among a Java program's classes, interfaces, and methods. A sound mapping is incorporated into a prototype tool consisting of an extension to the Eclipse integrated development environment communicating with the sound engine Csound. Developers examining source code can aurally explore entities outside of the visual context. A rich body of sound techniques provides expanded representational possibilities. Two studies were conducted. In the first, software professionals participated in exploratory sessions to informally validate the sound mapping concept. The second study was a human-subjects experiment to discover whether using the tool and sound mapping improve performance of software comprehension tasks. Twenty-four software professionals and students performed maintenance-oriented tasks on two Java programs with and without sound. Results: Viability is strong for differentiation and characterization of software entities, less so for identification. The results show no overall advantage of using sound in terms of task duration at a 5% level of significance. The results do, however, suggest that sonification can be advantageous under certain conditions. Conclusions: The use of sound in program comprehension shows sufficient promise for continued research. Limitations of the present research include restriction to particular types of comprehension tasks, a single sound mapping, a single programming language, and limited training time. Future work includes experiments and case studies employing a wider set of comprehension tasks, sound mappings in domains other than software, and adding navigational capability for use by the visually impaired.",26465985,4,163,(missing PubMedId)
(missing DOI),Continuous and collaborative technology transfer: Software engineering research with real-time industry impact,"Tommi Mikkonen, Casper Lassenius, Tomi Männistö, Markku Oivo, Janne Järvinen",Information & Software Technology,2017,(missing abstract),25073064,56,91,(missing PubMedId)
(missing DOI),"Technical Debt Management in Brazilian Software Organizations: A Need, an Expectation, or a Fact?","V. Silva, Helvio Jeronimo, G. Travassos",SBQS,2018,"Maintenance is often the most expensive and time-consuming of all software system lifecycle phases. Technical Debt (TD) refers to technical decisions on shortcuts and workarounds taken during the software development. It affects the internal quality of software. Therefore, software maintenance can be difficult when the TD is not perceived or managed in the projects. Despite the increasing attention of practitioners and researchers, TD studies indicate its management (TDM) is still incipient. Particularly in Brazilian Software Organizations (BSOs), there is still a lack of information on how practitioners perceive and manage the TD in software projects. This paper reports the results of two studies aiming to investigate the current knowledge level of practitioners from BSOs regarding TD and TDM, and to produce a summary of the available technologies to manage TD. To achieve these objectives, we surveyed practitioners from BSOs and undertook a quasi-Systematic Literature Review (qSLR) to gather specific TDM technologies. The survey results indicated that the general BSOs practitioners' knowledge regarding TD and TDM is still low. Few participants from the survey reported managing TD. The qSLR results provide evidence-based information about a set of TDM technologies, synthesized in evidence briefings to facilitate their use by software practitioners in the industry. Moreover, this paper offers links to a research package to aid in the replication process and support future investigations.",22511739,10,33,(missing PubMedId)
(missing DOI),Observations from the Industry-as-Laboratory Research Project Darwin 1,Piërre van de Laar,(missing journal),2009,"In 1993, Potts observed that research done using the research-then-transfer paradigm failed to influence industrial practice. Potts advocated that by applying the industry-as-laboratory paradigm, research can make a significant practical difference. Darwin is an industry-as-laboratory research project that is almost finished. In this article, we describe observations and evidence from the Darwin project related to Potts’ hypothesis. Furthermore, we describe observed challenges in our industry-as-laboratory research project, together with how we addressed them.",20109624,4,27,(missing PubMedId)
(missing DOI),Practical experiences and value of applying software analytics to manage quality.,"Anna Maria Vollmer, Silverio Martínez-Fernández, Alessandra Bagnato, Jari Partanen, Lidia López, Pilar Rodríguez",arXiv: Software Engineering,2019,"Background: Despite the growth in the use of software analytics platforms in industry, little empirical evidence is available about the challenges that practitioners face and the value that these platforms provide. Aim: The goal of this research is to explore the benefits of using a software analytics platform for practitioners managing quality. Method: In a technology transfer project, a software analytics platform was incrementally developed between academic and industrial partners to address their software quality problems. This paper focuses on exploring the value provided by this software analytics platform in two pilot projects. Results: Practitioners emphasized major benefits including the improvement of product quality and process performance and an increased awareness of product readiness. They especially perceived the semi-automated functionality of generating quality requirements by the software analytics platform as the benefit with the highest impact and most novel value for them. Conclusions: Practitioners can benefit from modern software analytics platforms, especially if they have time to adopt such a platform carefully and integrate it into their quality assurance activities.",18181321,2,16,(missing PubMedId)
(missing DOI),A survey of software project managers on software process change,"Yuepu Guo, C. Seaman",ESEM '08,2008,"Software project managers play an important role in selecting their software development process. In this study we conducted a survey of software project managers about software process change. The result of the survey revealed several factors affecting this type of decision making. It also revealed critical issues in software development projects. In particular, the findings point to the importance of a piloting strategy in technology transfer, as well as the importance of highlighting cost, quality, and schedule information in reporting evidence of a new technique's effectiveness. We expect that the findings of this study could facilitate research on technology transfer and adoption.",17840272,11,12,(missing PubMedId)
(missing DOI),Decision support material to incorporate quality requirements technologies: a systematic literature review and industrial interviews,Phani Saripalli,90,2009,"Abstract Background: In an applied engineering field like requirements engineering, the final goal of the research is its adoption by industry. For technology transfer to be possible practitioners need strong evidence for a technology’s applicability and possible benefits. Therefore research on a technology should be done in a realistic setting so that practitioners can use the results to build a strong case for its adoption. Quality requirements are constraints placed on the software. Empirical results show challenges in handling quality requirements, e.g. include late discovery of quality requirements. In addition, we lack technologies that can be used to incorporate them into the final software. Functional and quality requirements differ in nature; treatment given to functional requirements will not always be applicable for quality requirements. Therefore practitioners need decision support material based on empirical evidence to incorporate the suggested technologies. Objective: The purpose of the thesis is to identify technologies for quality requirements that have been empirically evaluated. Methods in relation to elicitation, specification, metrics (or measurement) and testing will be identified with the aim of providing decision support material to practitioners for incorporating quality requirements in the software. To find possible future directions of requirements engineering research, the current state of technology adoption for quality requirements will be identified. Method: The presented research is explorative and investigative in nature. A systematic literature review method was employed to identify potential technologies for adoption. An empirical study was conducted with three participants from three companies to get an insight into the state of technology adoption. Results: The systematic literature review includes 46 papers published between 2000 and 2010. All in all only four of the 46 papers offer high realism and support for technology adoption, i.e. presenting evaluations in a realistic setting, with practitioners using real world industrial applications. Another three papers were found to have potential in terms of furthering technology transfer. A general finding common for many of the papers reviewed is a lack of scientific rigour which affects the credibility of the results. Among the participants in the three companies interviewed, none of the methods presented were used. Conclusions: Technology transfer support for quality requirements technologies is challenged by low strength of evidence. Evaluations of technologies lack descriptions of evaluation design - description of how evaluations have been performed - and validity. There is a need for more and better empirical evaluations of technologies to handle quality requirements. The results of industrial interviews shows the need for more empirical investigations, for example surveys, to identify current industrial practices and technologies able to handle or incorporate quality requirements in projects successfully.",15774288,1,123,(missing PubMedId)
(missing DOI),A controlled experiment on the impact of the object constraint language in UML-based maintenance,"L. Briand, Y. Labiche, H.-D. Yan, M. D. Penta","20th IEEE International Conference on Software Maintenance, 2004. Proceedings.",2004,"The object constraint language (OCL) was introduced as part of the Unified Modeling Language (UML). Its main purpose is to make UML models more precise by providing a constraint language. For example, operation contracts and statechart guard conditions can be precisely defined using OCL. There has been an ongoing debate on the usefulness of using OCL in UML-based development, questioning whether the additional effort and formality were worth the benefit. This work presents the results of a controlled experiment that investigates the impact of using OCL on model comprehension and maintainability. Current results show that, once past an initial learning curve, significant benefits can be obtained by using OCL in combination with UML diagrams.",15060284,26,23,(missing PubMedId)
(missing DOI),Introducing innovations into Open Source projects,Sinan Christopher Özbek,(missing journal),2010,"This thesis presents a qualitative study using Grounded Theory Methodology on the question of how to change development processes in Open Source projects. The mailing list communication of thirteen medium-sized Open Source projects over the year 2007 was analyzed to answer this question. It resulted in eight main concepts revolving around the introduction of innovation, i.e. new processes, services, and tools, into the projects including topics such as the migration to new systems, the question on where to host services, how radical Open Source projects can change their ways, and how compliance to processes and conventions is enforced. These are complemented with (1) the result of five case studies in which innovation introductions were conducted with Open Source projects, and with (2) a theoretical comparison of the results of this thesis to four theories and scientific perspectives from the organizational and social sciences such as Path Dependence, the Garbage Can model, Social-Network analysis, and Actor-Network theory. The results show that innovation introduction is a multifaceted phenomenon, of which this thesis discusses the most salient conceptual aspects. The thesis concludes with practical advice for innovators and specialized hints for the most popular innovations.%%%%Diese Dissertation widmet sich der Fragestellung, wie Technologien, Werkzeuge und Prozesse der Softwaretechnik in Open-Source-Projekte eingefuhrt  werden konnen. Zur Beantwortung dieser Frage werden 13 mittelgrose Open-Source-Projekte mit Hilfe der Grounded Theory Methodology untersucht und die gewonnenen Erkenntnisse in acht Kernkategorien konzeptualisiert. Betrachtet werden unter anderem die Bereitstellung von Infrastrukturressourcen, Entscheidungsmechanismen, Adaptertechnologien, soziale und technische Masnahmen zur Einhaltung von Normen und Standards, die teilweise Einfuhrung von Technologien in fragmentierten Innovationslandschaften und die Rolle von Zeit innerhalb von Innovationseinfuhrungen. Diese Theoriebausteine werden einerseits durch funf Fallstudien in den Bezug zur praktischen Durchfuhrung von Innovationseinfuhrung gestellt und andererseits durch einen Vergleich mit existierenden Theorien aus der Organisations- und Sozialwissenschaft wie z.B. Actor-Network Theory, Social Network Analysis, oder das Garbage Can Modell auf einer theoretischen Ebene betrachtet. Die Arbeit beschreibt Innovationseinfuhrung als breitgefachert zu  verstehendes Phanomen, welches sich nicht auf einzelne, konzeptuelle Zusammenhange reduzieren lasst. Die Arbeit schliest mit praktischen Handlungsanleitungen mit besonderem Fokus auf haufig auftretende Innovationsklassen, wie Versionskontrollsysteme, Softwarelizenzen und Defektverwaltungssysteme.",14654927,6,562,(missing PubMedId)
(missing DOI),Technology Transfer of Federally Funded R&D: Perspectives from a Forum,"Mark Y.D. Wang, Shari Lawrence Pfleeger, David M. Adamson, Gabrielle Bloom, William Butz, Donna Fossum, Mihal Gross, Aaron Kofner, Helga Rippen, Terrence Kelly, Charles T. Kelley",(missing journal),2003,"Technology transfer involves the generation of innovative ideas through the sharing of knowledge among federal laboratories, universities, industry, and government, and oftentimes the eventual commercialization of those ideas. By better understanding technology transfer, the government can gain increased benefits from its investment in new technologies. The President’s Council of Advisors on Science and Technology asked RAND to host a one-day forum on technology transfer developed through federal research and development funding. Forum participants offered a variety of observations on issues and best practices related to successful technology transfer, which the authors summarize and quote verbatim.",13127207,16,818,(missing PubMedId)
(missing DOI),A Model for Technology Transfer in Practice,"T. Gorschek, P. Garre, S. Larsson, C. Wohlin",IEEE Software,2006,"Technology transfer, and thus industry-relevant research, involves more than merely producing research results and delivering them in publications and technical reports. It demands close cooperation and collaboration between industry and academia throughout the entire research process. During research conducted in a partnership between Blekinge Institute of Technology and two companies, Danaher Motion Saro AB (DHR) and ABB, we devised a technology transfer model that embodies this philosophy. We initiated this partnership to conduct industry-relevant research in requirements engineering and product management. Technology transfer in this context is a prerequisite: it validates academic research results in a real setting, and it provides a way to improve industry development and business processes",12061294,417,14,(missing PubMedId)
(missing DOI),"Improving Adoptability by Preserving, Leveraging, and Adding Cognitive Support To Existing Tools and Environments",Andrew Walenstein,(missing journal),2002,"Being adoption-centric means focusing research on what technologies would be helpful to real users and trying to ensure that the results are more likely to be adopted. Too little is known about how to improve adoptability. This paper describes preliminary steps towards a framework for understanding methods for injecting innovations in a way that makes the results more likely to be adopted. The framework defines taxonomy of adaptations that tools and users undergo in the face of innovations. It then employs theories of distributed cognition to suggest which potential adaptations would be considered potentially desirable to users because they preserve, leverage, or add cognitive supports. An example is given illustrating how this framework is being used in exploratory design.",8842959,9,18,(missing PubMedId)
(missing DOI),MDD vs. traditional software development: A practitioner's subjective perspective,"Yulkeidi Martínez, Cristina Cachero, Santiago Meliá",Information and Software Technology,2013,(missing abstract),8551445,62,73,(missing PubMedId)
(missing DOI),A Researcher’s Experiences in Supporting Industrial Software Process Improvement,Kai Petersen,Springer eBooks,2015,"Industry–academia collaboration in software engineering is essential for the relevance of research, as research may make important contributions to the improvement of software engineering. Thus, software engineering researchers are an asset in software process improvement. In this chapter, I present different experiences of being an embedded researcher in industry contributing to software process improvement. The process improvement works were focused on helping organizations to move from plan-driven processes to agile and lean processes. We will elaborate on the challenges, essential practices, and related benefits that were observed when working closely with industry in the role of embedded researchers. Supporting examples from different published cases form the basis for this experience report.",8523511,0,54,(missing PubMedId)
(missing DOI),Acceptance issues in metrics program implementation,"M. Umarji, H. Emurian",11th IEEE International Software Metrics Symposium (METRICS'05),2005,"Process improvement initiatives such as metrics programs have a high failure rate during their assimilation in a software organization. Lack of attention to social issues and lack of communication are some of the factors affecting their acceptance. Social Psychology includes study of such acceptance issues in the adoption of technology in the workplace. Although metrics implementations are often more intrusive and their benefits are indirect compared to workplace technology in general, both are introduced for similar reasons and induce organizational change. Therefore, we apply technology adoption concepts to metrics program implementation to develop a predictive model that takes as input organizational culture, practitioner mindset, and the nature of the metrics program. Our model relates these inputs to the likelihood of a successful metrics program implementation and to areas that may need improvement. This paper includes the results of a pilot study. The predictor variables ease of use, usefulness, control, and attitude were significantly correlated with the dependent variable, the respondent's intention to perform metrics activities",7660192,24,36,(missing PubMedId)
(missing DOI),Towards modeling guidelines for capturing the cost of improving software product quality in release planning,"Richard Berntsson-Svensson, B. Regnell, A. Aurum",PROFES '10,2010,"Quality requirements complement functional requirements with information on the target quality levels of software functions or emergent system quality aspects. In release planning the allocation of development effort in further investments into product enhancements, new or enhanced functions are competing with quality improvements for limited resources. When setting balanced quality targets for development of coming releases, the estimated costs of improved software quality is needed as a basis for decisions. In this paper, we present initial results from an industrial evaluation of modeling guidelines for the Cost View in the QUality PERformance (QUPER) model. The initial results indicate the feasibility of the proposed modeling approach to cost estimation of quality requirements in QUPER, but further validation is needed.",7397947,4,14,(missing PubMedId)
